x0,x1,x2,x3,x4,x5,y
41.46408382,-8.94110419,-3.558213461,-60.58298457,25.67888521,-13.35596049,1
15.67553668,-15.35944272,6.737669164,14.30076918,-24.58601813,2.982755342,0
-25.70924358,8.880355817,11.05851018,8.69423382,-9.613856948,15.84606562,0
-16.17416186,-8.219410354,-0.033668455,3.021989962,-24.99782858,13.13849443,0
-14.54140457,17.9589821,-0.041503149,-36.52920074,-1.716440587,1.027880656,0
38.04887052,0.856061166,4.416081032,4.478132772,18.91491909,16.34969517,0
2.669734599,-10.37656729,1.919763647,-4.124871497,-25.39110693,19.39076517,0
27.02986756,-10.34328716,5.091377779,24.01118797,-18.15974345,28.86183838,0
-10.69516964,-34.04888677,3.667903964,-59.37227014,-0.545656015,9.020455361,0
13.76481285,4.295113736,-4.549655814,21.99468306,-13.30924855,-15.07171585,0
17.77417317,25.27069734,7.902707433,29.88071541,-27.14026922,9.814456891,1
13.43135178,-7.388506865,-4.693513848,-21.64490496,10.01625193,-7.261737744,0
35.24995818,-17.37869745,0.738682185,3.43903304,-3.291351644,-5.734174386,0
43.05884336,9.759675409,-6.890358977,-2.830565953,-11.5604546,-19.46935104,0
8.083113399,-23.06176938,-1.541136123,-27.10739001,-15.3385084,23.23731498,1
-16.6046689,-3.657002204,7.826570179,69.26228854,11.03823991,-9.806294946,0
3.056770111,-17.25926796,0.949427123,-44.69604244,-9.093546488,-21.78758632,1
18.39426462,25.03211363,9.309058739,-62.67653756,3.937015896,-2.612432276,1
3.632705379,14.35502208,-2.392839009,-31.14108247,1.126660549,-20.58742178,0
14.97501799,-21.13772086,0.45990239,-23.03962894,-23.30907705,-8.188812388,0
-0.809987898,-22.67199335,2.57416974,-8.438464638,4.997698633,-0.255953496,0
9.728015802,-7.02700914,4.83041956,-24.97492188,-9.634449022,-14.04019139,1
3.344692991,-13.5042067,3.914720157,-31.13922648,20.24840228,-17.41934658,0
51.56700569,-20.05955003,-9.830527049,-22.78690122,-26.25935538,14.76896605,1
-3.897105902,-32.67927979,7.262989149,-1.036370303,7.754711699,28.8548142,0
8.386707676,10.3530317,-3.080541732,-28.78052981,-6.718364628,21.88187319,0
-17.67235249,-17.36110407,6.515340734,-38.44936939,-4.576338559,-19.13766011,0
32.0891207,-23.09225599,1.908451124,-28.89833436,-14.94494582,-1.153597092,0
74.711159,-5.783761139,0.714148921,4.067317543,9.027866336,-36.64799773,0
-9.449661656,-6.224636399,-1.263167824,-2.731703347,5.266498462,9.384175229,1
16.20722687,6.535563612,3.289608378,15.40291272,-8.531497011,-4.864480929,0
19.27217985,0.96035453,-12.0757553,-23.69352953,11.06568572,3.753187297,0
60.85767804,3.154592202,-2.338229712,-28.29954327,8.979171403,-2.848050283,0
30.5436414,-14.79951181,3.766721218,-11.30958383,-21.19073838,5.04967654,0
7.430397814,2.680992663,-3.555276642,25.08237751,26.36317931,-26.70599251,0
7.751129232,3.410800585,1.424358604,-19.50102159,23.4258652,-11.53463855,1
10.4575904,7.881961424,-2.672545761,-24.41721936,15.58556851,25.85038351,0
-19.80323971,-4.796884954,1.473632587,44.11415433,-2.802777253,7.725081276,0
-5.17453518,-4.094278678,-7.757438834,-1.291607243,-0.165043,-28.0276247,0
40.20845434,4.136858428,-4.627393619,33.54869651,-16.81531734,-19.10243178,0
-3.563000036,-0.294939743,6.271196702,-1.881615015,5.731763135,-21.63076052,0
10.03634051,-3.384696534,-2.514297162,-30.55723215,-3.11559327,-0.675207972,0
-16.56677095,4.760037606,1.295354264,-66.95033235,-12.06525873,-31.72880019,1
8.320364848,-45.23578552,0.302697454,-10.30125859,-32.75923256,-28.70584659,0
-50.27671214,21.37588311,-3.690778031,-10.2865448,11.28926517,-10.74596919,1
18.91299389,18.77278359,3.192380072,-31.01042601,-48.92617754,-18.16697371,0
-63.95249759,-8.425483171,4.092375567,46.59387399,10.01238174,-14.54111983,0
-2.746729938,-2.876132702,10.93254427,7.671935631,69.35205382,-16.26310651,0
-2.832961888,5.105407692,9.674380597,-30.10702336,4.988998773,-17.60773864,1
-17.02884128,3.029861171,5.361451768,-2.013752261,26.6423042,3.54025559,0
1.528373798,-2.459940684,4.271415039,-17.80445602,-2.052153093,-14.94055002,1
32.59792123,-15.62265223,-9.419142405,-37.13373291,17.71111269,31.64743247,0
1.78399279,17.95798305,-2.453284539,-24.26421966,18.74387998,-6.048307416,0
-1.504829304,-9.986530546,3.579964603,-70.01548074,-0.202155348,-11.28110856,0
69.67490774,-4.611942526,-5.018326731,-25.67356821,-49.17782821,-19.74702496,0
0.544483009,1.311579227,3.262342274,11.99706794,20.36753949,-12.65368259,0
19.25381197,4.598783796,-4.521519931,-0.846617882,-17.37814918,18.20070218,0
28.16857637,-4.87483199,-9.137106284,-46.27164245,33.47989495,10.07568177,0
5.153907049,21.53512116,-0.427977479,-51.49262541,3.493631388,22.49098032,1
-32.47137758,12.57171263,-1.138499465,29.97992377,-4.473469722,3.619082228,0
15.59263744,1.341169658,-1.142156205,1.182660778,9.236010081,25.24951462,0
-0.054300681,-20.65013046,2.811388339,16.50017528,-35.047078,-15.8495673,0
66.29565477,21.26892317,0.049063713,-51.28458411,45.95315046,-10.45311658,1
5.768124052,-11.38125164,7.401726196,10.01621568,11.82807149,1.393026315,1
25.72478554,-17.92949556,-0.044194603,-40.11565915,10.05965891,-3.15585366,0
-41.92623974,14.69302914,-1.974018681,-19.49261958,24.31991908,-1.494204562,0
-35.29016355,19.848103,1.579352838,49.73835571,1.689577924,6.836820707,0
10.67157379,-44.65826765,-4.546469996,25.79099658,-24.15478308,-31.24432341,0
-3.416862777,-19.75531195,0.870792789,-40.28245427,11.600894,5.271283553,0
-21.15628203,-6.920184029,-1.004956656,6.514338463,2.758236269,-13.93443362,1
30.06117526,12.75024831,-3.722333876,-43.07670636,-14.3346636,2.459364506,0
-20.24364166,1.105437913,4.917907673,-19.56237536,45.52934471,-22.46643988,1
46.92689281,-23.40776594,6.662682156,-67.26944589,0.084412779,-14.20879222,0
49.33900254,-35.08695243,-1.128802495,-74.71414462,-7.536726467,-14.28149194,0
8.753529864,0.875339501,-5.565333643,33.33481501,4.886454545,-7.422441247,0
-29.82612976,-15.63363605,5.132661862,0.65942124,15.57212549,9.307068477,0
7.115028782,16.53892446,-1.312671968,79.24366179,-10.62500355,7.48871498,1
-2.17508378,-0.628500729,-1.069817948,-85.30511252,-12.17982587,-11.72436936,1
44.78725081,-9.444369597,1.954848442,-29.45318493,43.8961809,5.298684281,0
10.65719048,-1.314384511,6.583880585,-8.337043504,-9.987091471,2.469004551,0
18.08098492,9.094123211,-2.878929748,-34.45129262,-13.34188416,25.05081702,0
21.80782514,-7.893086729,-3.695022914,-4.939306661,-6.211135812,-19.33870464,1
-32.26124925,-16.67919095,2.926434806,16.5633738,26.5864853,-7.405344861,0
-25.80846741,18.57152209,5.35807626,-1.375272634,8.770907406,21.56557454,0
38.71965635,38.51236816,-6.6596471,-7.89866757,-40.10187144,-1.859224419,0
-29.7034064,-8.152557953,0.827877969,28.39579177,-17.46092962,13.20232048,0
-28.1350225,2.442397107,8.654909401,67.16792391,2.016094772,-11.64855696,1
53.58280604,-26.99858151,0.128128699,-15.43375901,-16.87197225,23.30037431,1
35.56878695,-15.48580623,5.581500133,8.140895265,-15.0881002,-2.316235931,0
31.35239975,15.62456057,1.861180751,0.77045514,4.603142743,-19.67499763,0
29.60817166,-10.21273119,-0.471321104,-76.289372,21.77874838,18.1508308,0
-8.021926395,-17.62919146,8.464099441,-0.129465731,-14.82255876,-3.308775442,0
25.07415017,-16.31618402,-0.041816784,-50.06954067,-41.01511475,4.825591219,0
-38.5112045,-40.56196151,3.417314095,-31.66355121,59.59804103,-15.00321842,0
-30.47303376,-21.96695428,-9.265136498,99.05454858,9.546481405,13.17924709,0
31.2301042,1.777889804,-0.078804125,-23.77826823,5.462233591,8.482441031,0
-36.17846339,2.314153122,12.00633,37.97043412,11.86687878,2.97343564,1
-19.43408103,6.715687179,-4.56808353,18.31019497,-39.67221359,-2.698966745,0
14.73641792,-14.50330124,-4.345362114,4.337549245,11.69102687,-29.97780216,0
12.49706436,-4.653640004,-3.511227654,-26.56039399,15.99511861,-4.136973065,0
50.13589573,-3.546947991,-6.937124667,-10.50155276,-13.03712525,16.80009507,0
-60.51028585,31.63442988,12.73766225,39.09763116,-45.37451092,18.07795897,0
5.226279848,12.22845072,-8.31381979,102.4805627,-1.543288559,27.78888147,0
-7.513164846,5.057958429,10.4884518,-0.072347885,40.59230724,7.851756181,0
0.743747919,-19.02041617,1.943724116,11.11549824,-7.562970393,-23.12806363,0
46.25363469,,-0.322716359,-34.18649861,11.42254045,13.18263018,0
71.64872835,-8.135202402,6.051138982,25.32627996,-71.07824027,5.855316957,0
30.85041507,-30.54750781,-2.333773754,57.73999536,-12.5376673,-15.07063099,0
4.988515307,-13.51401438,4.185780178,20.21547925,-56.13285393,2.122634205,0
17.07410506,-4.455887789,-5.229930725,63.35989914,15.67641663,11.08917785,0
7.495186979,6.499660182,0.455523143,-42.31533502,4.520823528,-5.938185663,0
-54.79980268,-32.08251677,-1.658974649,28.32960665,19.70170758,20.10391462,0
7.561878603,0.643047808,-5.449008206,-8.923558635,7.665331086,5.995071167,0
-19.34345475,-40.94224239,7.381103378,25.53166679,9.621020913,6.173359473,0
-12.45878722,4.475412219,2.405483344,41.48776186,-29.55050945,-5.167838084,1
-2.119190986,6.645265719,-1.44744064,-16.64704168,9.594706593,0.758321649,0
-39.58436994,-14.25082053,0.671137763,30.1429213,32.52810137,13.59368906,0
-29.17716989,-22.47480844,1.5076768,-17.12016289,8.332699872,-5.120401473,0
-14.21292581,13.12161755,-2.678386823,-31.11000361,4.511086687,-8.204098679,0
11.68435777,-24.94009871,0.477905914,7.039077666,15.84311819,-23.76860794,0
-35.30967881,-9.585358489,-5.134984261,-11.77946093,46.99831389,10.51083899,0
52.85626404,-27.33428127,-10.51936184,-21.89985046,0.148325217,-8.915603923,0
4.556764661,12.30085466,-3.20727204,1.664487486,-14.37990215,6.726207391,0
10.75032643,-16.38243033,-3.572809351,1.148917639,-11.82582946,17.48572895,1
55.63802409,-9.930256568,-4.362644796,-38.46982955,11.10649649,31.69797669,0
-22.225231,5.433955143,4.262214658,73.44833065,-18.47063272,6.873857018,0
11.59360765,14.71754882,-1.815573788,-16.53968564,-5.035582887,28.98766179,0
12.03765857,-0.495440931,4.284740003,-47.22495691,-1.503845134,-2.264823617,0
-8.632071741,9.326824394,0.686195438,-11.22813208,-23.51228287,-16.35663094,0
47.47512259,26.47366774,-4.889647348,10.13325296,-10.69492313,-27.95726725,0
28.14186744,-7.31034749,11.12742701,29.25443702,-46.50153029,27.40956675,0
-14.40361055,-57.77597103,-2.676929282,-50.72603702,7.943305715,0.460784073,0
-57.54033727,10.50069996,7.926345513,9.554315282,43.74750978,-8.582483977,0
34.81007882,4.876701576,1.127335484,-37.32912325,5.847836971,-1.576462548,1
-30.23565959,25.67495466,-1.370195346,57.3396961,12.5752044,-13.76518411,0
-19.7710643,-39.76114507,12.30607978,-34.52203231,-2.164707042,15.19471041,0
27.01407517,-39.91728225,1.271598851,-74.11428159,24.42650265,17.67927828,0
4.773500968,-17.3540904,6.614445669,-18.49588226,-5.841934779,-26.06503598,1
71.50592429,-0.951447932,-12.72100594,58.84602611,22.25597191,9.199587675,0
28.37036779,16.80740801,-0.266596221,37.65788778,6.721024981,-12.02860495,1
-13.43089692,-1.776968699,2.187607929,-2.477239446,16.11416734,-20.86403002,1
-21.25451438,0.958020789,10.69097646,41.38918163,35.62316087,-7.671737981,0
0.443507109,37.3221859,-6.031558329,39.11972897,3.088222561,0.226348114,0
4.89323173,-13.7563008,1.874262148,9.73784214,36.57092852,-1.4528696,0
-9.090753064,3.89521432,-3.524563342,-9.375455372,16.37135303,12.58052975,1
37.96446264,1.41394615,1.227493773,-63.72194465,-19.83815592,11.35570653,0
-15.9452558,-9.914094485,4.2192664,24.05658091,-14.76891934,-11.82554063,0
3.162148307,16.34447759,2.704899994,46.29932847,-4.859450197,4.911279787,1
28.69477698,-18.53607571,5.707831885,18.22983586,25.75612599,-13.73091517,0
36.12912728,-26.75457656,1.514729185,-17.377953,-7.381287648,-15.94787073,0
-50.67209414,-35.76824867,-3.369179735,6.201809449,15.79132543,-9.852941111,0
34.17412514,-31.81510842,7.330916667,7.755151778,-2.013713413,13.95303927,0
4.544093309,-28.1525795,-8.85238235,-11.13270344,15.83925059,5.643580825,0
59.63633034,-48.87162735,5.542558581,44.56393173,-5.187728973,4.492004167,0
-0.693421389,20.91656917,-2.855900084,40.28996472,31.41146032,-29.04952086,0
19.64766626,22.27497889,-6.646320331,18.77863073,3.68960514,-7.858265868,0
10.07276063,-10.34284143,2.991179667,-4.291653599,15.12185574,-8.644867641,0
7.231947686,0.999200695,-1.253517743,-23.86445124,-42.9017804,30.5727152,0
-15.64631299,30.25313733,-5.062837344,-13.60249583,-11.46200556,-7.067707646,0
11.25539543,-15.43421681,-4.787869071,3.349680906,-20.82703964,-14.19150877,1
-15.8323219,-6.393080601,-1.405719289,6.277661034,-18.30732232,10.43795323,0
51.00907486,-23.2287536,-3.786151431,-25.51731396,-37.92702698,-21.79641888,0
-21.29887063,-20.75602796,3.355044698,17.53135592,-24.84913627,-9.070981113,0
-46.66628127,17.71087096,-0.733832191,-2.833053651,29.58822046,26.73729582,0
46.3395337,-35.25104472,-0.040432446,12.16686502,23.5547951,-7.62772738,0
-8.520498549,-6.128661642,1.65869404,45.72403648,-23.73039862,-0.974186925,1
19.97497954,-7.905616698,4.008532006,-66.53107236,-18.38598262,-18.5475726,0
34.35099378,-19.87965995,0.097727709,-52.73911057,1.535651657,-16.90185803,0
22.67693207,-0.244358774,-5.761205743,67.07695818,-21.73143782,-18.03965784,0
19.12798728,6.01466816,-11.53390573,-36.40800479,4.211587858,13.52545141,0
13.22047771,-12.11957412,-3.652396672,30.38369979,19.63160577,-21.02652369,0
-43.22274901,5.131438269,2.752306644,21.11896014,-3.176081207,0.548830148,0
36.90838267,-2.475020503,3.146264387,16.75847073,2.349572584,-7.551327577,0
-21.44808016,-23.68496154,-0.958096422,16.44418618,19.05447544,9.070660376,0
7.100951464,-32.64943102,6.158695392,-25.9304637,9.80102939,8.923348036,0
-14.90738378,2.782853484,-4.984100078,42.39076274,0.718618813,0.240919463,0
11.00113771,1.472168083,-6.215542133,-7.609209838,-25.30224795,-5.900059919,0
23.72059849,-28.86728224,-0.38327527,110.5376567,0.479840531,-28.69488456,0
-8.564520136,2.219900364,0.966136906,-18.66400337,19.59308967,-17.2252705,0
-9.606075664,-17.2582701,0.575710076,-53.70346071,-0.475800478,-5.928728059,0
-34.19499713,19.214448,-6.598249397,5.875509614,,-13.18382446,0
-25.90476465,1.677281098,5.242113774,14.80942842,-18.27313836,13.52499138,0
22.23181181,-2.593879249,-0.78389122,55.85043379,-1.995459367,-5.072031971,0
51.95328318,-8.292727648,-1.280519109,-15.91829662,-16.45998827,-22.74211394,0
23.72843637,4.865282601,5.85674122,18.90680235,5.514724836,-21.09611678,0
-27.51300625,-3.8328022,5.362307215,-53.36547394,-18.41119002,-3.14136618,0
6.470203392,4.530621812,7.190878819,-60.7096535,1.735578197,-12.71414226,0
13.80092992,25.07972523,3.45004678,-6.435518801,13.65934484,-8.692039565,1
0.350849457,36.41124339,-2.920298929,-59.12003038,-31.00702828,2.258137746,1
34.72954142,-32.15992302,0.566844125,-10.70424357,22.72561118,8.424565188,0
-2.504212618,-8.708287921,4.305431278,-84.23542908,-2.364565294,-28.09636679,0
-7.11204971,-1.180222748,-8.828357109,19.72574557,32.79303759,5.996905916,0
22.1074718,-27.84128103,1.90125243,19.92225601,3.774886362,-9.064003661,0
-12.01827218,-11.49998558,-8.550063667,2.23097977,6.522072625,11.63239662,0
-16.45544196,-21.22417447,3.951758991,17.65694454,-26.39138549,-19.8967451,0
-26.85401926,8.506641992,5.420407857,12.36820306,14.87788409,-12.77531278,0
7.120418285,-13.27877213,-4.53794725,-2.585453342,-33.13858488,2.646282573,0
8.850600851,-19.73647639,4.181764162,-49.34838479,-3.30658355,-6.436415043,0
-18.11689109,5.677347412,3.703924099,-36.93187802,-12.54799882,7.425148459,0
25.96278123,-31.99741483,2.568049228,29.04454127,3.745999326,-15.39427306,0
63.37767652,-35.53181215,3.223514085,2.26519379,-36.18079185,-27.83124845,0
-60.26009654,17.05864678,7.62797979,14.75195362,26.85027216,9.536341794,0
2.275184579,-19.15379122,12.02698556,-32.40124019,19.09295943,-1.110062917,0
39.1427154,-2.585225361,0.611709379,41.64908227,30.09427334,19.78380598,0
6.011798817,-5.066836519,-7.295774951,26.08517838,-10.42971639,-6.519661277,1
39.58436587,-16.15320227,0.603081509,-45.65650209,7.624133147,1.216583097,0
5.873579856,-18.51136512,3.381891986,-42.87271384,-6.488311445,-2.947868573,0
-42.71867509,-25.09603606,3.864561363,92.57687838,33.08125254,3.548598252,0
33.49599824,1.317317754,3.512173805,-55.197457,-7.503053331,-5.84853264,0
-41.16830744,11.3328906,1.880421745,15.22776836,11.39369065,22.6006281,0
-5.2681786,-12.44953885,8.561418871,-17.42733399,27.45365805,0.767363125,0
-17.22151666,1.134460016,2.06872983,-23.19122302,-13.23478616,9.294652968,0
37.80524925,-20.23085276,-0.206307722,-39.25700043,-47.86021868,-7.361291589,0
-15.4333968,-7.613104986,-6.08065579,21.91960507,13.54970883,1.19259275,0
12.70879894,-20.90896246,2.459426347,18.66582202,16.21217892,-15.77201171,0
-10.92024763,-7.401894893,5.393440662,-13.75695528,-16.05024353,9.749128634,0
-15.31791264,-15.07105166,-0.867510399,18.94438019,-11.22437647,15.00796041,0
-27.05981158,-6.036944066,5.082493483,-3.591803773,-6.056547192,-13.70095848,1
-19.85323078,-10.40110639,-3.392749301,44.72236703,-0.137052285,-7.23180377,0
29.07645372,-18.8142024,3.540575852,23.73367575,20.078832,21.71740581,0
32.29162381,-1.270157506,6.436129871,-10.97210191,-45.05916286,-6.367487815,0
-29.56526474,-7.349894546,0.528524986,-3.903300236,43.15083232,23.31312979,0
30.14083255,-47.46065558,5.90197343,21.85728111,14.07501749,0.66559653,0
-30.27626005,12.66723431,0.038232753,-40.79368321,20.96702514,-29.27332282,1
-39.68651847,-29.02792475,-0.907208335,13.52407376,-0.034648977,-3.1985192,0
-8.336229797,21.10134149,2.04064408,-2.716702925,11.28928675,-10.83983456,0
2.111056915,-7.984409809,4.87480535,11.01522428,-8.478095955,27.00617306,0
12.77698138,2.354162654,6.565264854,54.98688688,4.217538549,16.75423571,1
37.97242585,-12.42236137,-6.52153225,11.00233143,-1.661175566,1.1621368,0
-7.07782005,-0.153690433,3.36214966,-14.02603639,-14.1465757,-5.978290187,1
39.62690234,7.715964538,-4.822134015,-4.537058539,-5.102457632,2.671497551,0
24.7091531,25.14230999,-8.089339068,20.33575226,5.438987655,12.01167387,0
22.04695145,-2.128481489,-4.266400718,30.19229104,24.38707168,1.317484863,0
16.41079918,-17.44404836,-4.329361235,40.95296487,31.0698433,-21.3520822,0
0.951034514,-25.51524991,5.659604339,-26.63454907,-31.50265025,2.049408937,0
-28.66138399,0.832485171,0.760896473,-20.80667448,7.400698388,1.488430634,0
46.75823986,-2.181453001,-5.238553145,6.318575871,2.5578979,-18.70881124,0
27.66465853,-27.76376319,-2.071987208,26.13476801,-14.54510345,-2.101915459,0
-46.66412979,-27.40293862,5.232923978,79.43460381,32.43889231,6.534558697,0
-7.737410875,30.38245931,-1.223812438,-29.7913811,16.00960774,-15.4947943,1
14.87671576,5.780397049,0.496821984,-6.241551942,31.7658416,5.677854218,0
-31.14875096,-10.30196403,-1.266419858,3.414431896,8.953776799,8.489189931,0
-3.033927915,36.79222005,4.357285416,-1.475709525,-8.453507443,19.66097699,1
-46.764968,-14.92048296,5.735904395,37.13598944,-4.097780989,5.413655178,0
35.32964321,-46.66599188,-0.482474585,2.816073067,-9.130901546,-13.99348065,1
-22.14853091,0.595029062,0.049524248,15.66609505,-9.709874907,20.58827182,0
67.59759799,-14.57729594,5.221782737,-22.77496551,-13.74672038,6.154665848,0
46.80237933,-10.73032748,4.537126267,45.13555939,-44.01786255,-14.73643475,0
-12.11578152,-7.446777268,1.880712385,-12.82282643,23.06043405,7.80511039,0
47.39989337,26.17790958,-4.920129119,3.38136542,-14.56552646,10.20966092,0
31.4935999,-55.65493812,7.726709311,39.85068686,-4.594838055,-15.98445843,0
-7.422636441,-24.65663936,3.107111268,-20.39195135,-11.41808258,-20.53313286,0
-21.69076603,-17.96428579,2.244837495,-1.105141152,-7.280117109,2.362211612,0
